"";"NeighborhoodRaw";"ApartmentTypeRaw";"HouseType";"SquareMeters";"Price";"PricePerSquareMeters";"YearBuilt";"FloorRaw";"ElevatorRaw";"ConditionRaw";"EnergyClassificationRaw";"NeighborhoodKeys";"NeighborhoodFinalized";"ApartmentTypeUniformized";"NumberOfRooms";"SaunaDummy";"ownFloor";"maxFloor";"ElevatorDummy";"ConditionUnrecordedDummy";"ConditionAdequateDummy";"ConditionGoodDummy";"AgeOfTheBuilding";"EnergyClassificationLetterClass";"EnergyClassificationADummy";"EnergyClassificationBDummy";"EnergyClassificationCDummy";"EnergyClassificationDDummy";"EnergyClassificationEDummy";"EnergyClassificationFDummy";"EnergyClassificationUnrecordedDummy";"ownFloor.fixed";"TwoRoomsDummy";"ThreeRoomsDummy";"FourRoomsOrMoreDummy"
"113";"Vallila";"1h+k";"kt";46;185000;4022;1926;"4/5";"ei";"huono";"G2007";"vallila";"Vallila";"1h+k";1;0;4;5;0;0;0;0;92;"G";0;0;0;0;0;0;0;4;0;0;0
"114";"Etelä-haaga";"1 h, kk, kph, p";"kt";26;167000;6423;1961;"3/3";"ei";"tyyd.";"F2013";"etelä-haaga";"Haaga";"1h+kk+kph+p";1;0;3;3;0;0;1;0;57;"F";0;0;0;0;0;1;0;3;0;0;0
"115";"Alppila";"1h+k";"kt";27;127000;4704;1928;"4/4";"ei";" ";"F2007";"alppila";"Alppila";"1h+k";1;0;4;4;0;0;0;0;90;"F";0;0;0;0;0;1;0;4;0;0;0
"116";"Tapulikaupunki";"1h, kk";"kt";29,5;100000;3390;1976;"2/6";"on";"tyyd.";"E";"tapulikaupunki";"Suutarila";"1h+kk";1;0;2;6;1;0;1;0;42;"E";0;0;0;0;1;0;0;2;0;0;0
"117";"Pihlajisto";"1h, kk";"kt";30,9;92750;3002;1974;"2/3";"ei";"huono";"D2007";"pihlajisto";"Malmi";"1h+kk";1;0;2;3;0;0;0;0;44;"D";0;0;0;1;0;0;0;2;0;0;0
"118";"Viikki";"1h, kt, kh";"kt";31,5;175000;5556;2017;"2/5";"on";"hyvä";"C2013";"viikki";"Viikki";"1h+kt+kh";1;0;2;5;1;0;0;1;1;"C";0;0;1;0;0;0;0;2;0;0;0
"119";"Alppila";"1h+k+kph+alkovi";"kt";34,5;213000;6174;1938;"2/4";"ei";"tyyd.";"F2013";"alppila";"Alppila";"1h+k+kph+alkovi";1;0;2;4;0;0;1;0;80;"F";0;0;0;0;0;1;0;2;0;0;0
"120";"Kallio";"1h, kk ";"kt";35;232500;6643;1938;"1/7";"on";"hyvä";"D2007";"kallio";"Kallio";"1h+kk";1;0;1;7;1;0;0;1;80;"D";0;0;0;1;0;0;0;1;0;0;0
"121";"Punavuori";"1h, kt, alkovi,...";"kt";35;293500;8386;1920;"1/5";"on";"hyvä";"D2007";"punavuori";"Punavuori";"1h+kt+alkovi+...";1;0;1;5;1;0;0;1;98;"D";0;0;0;1;0;0;0;1;0;0;0
"122";"Mellunkylä";"1h+avok";"kt";35,5;165000;4648;2018;"4/4";"on";"hyvä";"C";"mellunkylä";"Mellunkylä";"1h+avok";1;0;4;4;1;0;0;1;0;"C";0;0;1;0;0;0;0;4;0;0;0
"123";"Sörnäinen";"1h+kk";"kt";20;164000;8200;1926;"4/7";"on";"tyyd.";"";"sörnäinen";"Sörnäinen";"1h+kk";1;0;4;7;1;0;1;0;92;"";0;0;0;0;0;0;1;4;0;0;0
"124";"Malmi";"1 h, kk, kph/wc...";"kt";28;137500;4911;1968;"2/3";"ei";"tyyd.";"F2007";"malmi";"Malmi";"1h+kk+kph/wc...";1;0;2;3;0;0;1;0;50;"F";0;0;0;0;0;1;0;2;0;0;0
"125";"Käpylä";"1h, kk, kph/wc,...";"kt";29,5;157000;5322;1952;"1/4";"ei";"tyyd.";"F2013";"käpylä";"Käpylä";"1h+kk+kph/wc+...";1;0;1;4;0;0;1;0;66;"F";0;0;0;0;0;1;0;1;0;0;0
"126";"Etelä-haaga";"1h, k, kph, vh,...";"kt";29,5;185000;6271;1959;"1/4";"ei";"hyvä";"E2007";"etelä-haaga";"Haaga";"1h+k+kph+vh+...";1;0;1;4;0;0;0;1;59;"E";0;0;0;0;1;0;0;1;0;0;0
"128";"Viikki";"1 h, avokeitti&...";"kt";31,5;181000;5746;2017;"4/5";"on";"hyvä";"C2013";"viikki";"Viikki";"1h+avokeitti&...";1;0;4;5;1;0;0;1;1;"C";0;0;1;0;0;0;0;4;0;0;0
"129";"Kallio";"1h, k ja kph";"kt";42;261000;6214;1951;"3/6";"on";"tyyd.";"G2013";"kallio";"Kallio";"1h+kjakph";1;0;3;6;1;0;1;0;67;"G";0;0;0;0;0;0;0;3;0;0;0
"130";"Lauttasaari";"1h, kph, vh, av...";"kt";18,5;180000;9730;1954;"2/4";"ei";"hyvä";"E2007";"lauttasaari";"Lauttasaari";"1h+kph+vh+av...";1;0;2;4;0;0;0;1;64;"E";0;0;0;0;1;0;0;2;0;0;0
"131";"Alppiharju";"1 h+kk";"kt";26;183000;7038;1961;"5/8";"on";"tyyd.";"G2013";"alppiharju";"Alppiharju";"1h+kk";1;0;5;8;1;0;1;0;57;"G";0;0;0;0;0;0;0;5;0;0;0
"132";"Sörnäinen";"1h, kk";"kt";26;190000;7308;1927;"4/7";"on";"tyyd.";"D2007";"sörnäinen";"Sörnäinen";"1h+kk";1;0;4;7;1;0;1;0;91;"D";0;0;0;1;0;0;0;4;0;0;0
"133";"Lassila";"1h, avokeitti...";"kt";32;151500;4734;1977;"2/6";"on";"tyyd.";"C2007";"lassila";"Haaga";"1h+avokeitti...";1;0;2;6;1;0;1;0;41;"C";0;0;1;0;0;0;0;2;0;0;0
"134";"Vallila";"1h, kk";"kt";32;229000;7156;1929;"1/3";"ei";"hyvä";"";"vallila";"Vallila";"1h+kk";1;0;1;3;0;0;0;1;89;"";0;0;0;0;0;0;1;1;0;0;0
"135";"Kallio";"1h,k,alk,kh";"kt";38;251000;6605;1937;"4/6";"on";"tyyd.";"F2013";"kallio";"Kallio";"1h+k+alk+kh";1;0;4;6;1;0;1;0;81;"F";0;0;0;0;0;1;0;4;0;0;0
"136";"Kallio";"1h+k+alk.+kh";"kt";41;228000;5561;1939;"2/6";"on";"tyyd.";"E2007";"kallio";"Kallio";"1h+k+alk.+kh";1;0;2;6;1;0;1;0;79;"E";0;0;0;0;1;0;0;2;0;0;0
"137";"Munkkivuori";"1h, kk, kph";"kt";26;126500;4865;1958;"4/4";"on";"huono";"D2018";"munkkivuori";"Munkkiniemi";"1h+kk+kph";1;0;4;4;1;0;0;0;60;"D";0;0;0;1;0;0;0;4;0;0;0
"138";"Jätkäsaari";"1h+kt";"kt";32,5;219200;6745;2019;"3/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"1h+kt";1;0;3;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;3;0;0;0
"139";"Eira";"1 h +k";"kt";39;330000;8462;1911;"2/3";"ei";"huono";"F2013";"eira";"Eira";"1h+k";1;0;2;3;0;0;0;0;107;"F";0;0;0;0;0;1;0;2;0;0;0
"140";"Sörnäinen";"1h, k, m.alk";"kt";51,8;340000;6564;1913;"4/6";"on";"hyvä";"";"sörnäinen";"Sörnäinen";"1h+k+m.alk";1;0;4;6;1;0;0;1;105;"";0;0;0;0;0;0;1;4;0;0;0
"141";"Taka-töölö";"1h, k, kph, alkovi";"kt";42;241000;5738;1938;"1/6";"on";"tyyd.";"F";"taka-töölö";"Taka-Töölö";"1h+k+kph+alkovi";1;0;1;6;1;0;1;0;80;"F";0;0;0;0;0;1;0;1;0;0;0
"142";"Malminkartano";"1 h,kk,kph,alko...";"kt";35,5;143000;4028;1985;"3/6";"on";"tyyd.";"F2013";"malminkartano";"Kaarela";"1h+kk+kph+alko...";1;0;3;6;1;0;1;0;33;"F";0;0;0;0;0;1;0;3;0;0;0
"143";"Hakaniemi";"1h, ks, kph";"kt";25;185000;7400;1939;"6/7";"on";"tyyd.";"E2007";"hakaniemi";"Kallio";"1h+ks+kph";1;0;6;7;1;0;1;0;79;"E";0;0;0;0;1;0;0;6;0;0;0
"144";"Pasila";"1h+kt";"kt";34;204108;6003;2019;"6/8";"on";"hyvä";"C2007";"pasila";"Pasila";"1h+kt";1;0;6;8;1;0;0;1;-1;"C";0;0;1;0;0;0;0;6;0;0;0
"145";"Mellunkylä";"2h, avok., kph,...";"kt";47,5;165000;3474;1974;"1/5";"on";"hyvä";"E2007";"mellunkylä";"Mellunkylä";"2h+avok.+kph+...";2;0;1;5;1;0;0;1;44;"E";0;0;0;0;1;0;0;1;1;0;0
"146";"Etu-töölö";"1h, keittosyven...";"kt";18;185000;10278;1934;"1/4";"ei";"tyyd.";"";"etu-töölö";"Etu-Töölö";"1h+keittosyven...";1;0;1;4;0;0;1;0;84;"";0;0;0;0;0;0;1;1;0;0;0
"147";"Myllypuro";"1h alkovilla, k...";"kt";34,5;110000;3188;1977;"-1/4";"on";"tyyd.";"D2007";"myllypuro";"Vartiokylä";"1halkovilla+k...";1;0;-1;4;1;0;1;0;41;"D";0;0;0;1;0;0;0;4;0;0;0
"148";"Munkkivuori";"1h+k+kph (yj:n ...";"kt";28;187000;6679;1958;"2/4";"ei";"hyvä";"";"munkkivuori";"Munkkiniemi";"1h+k+kph(yj:n...";1;0;2;4;0;0;0;1;60;"";0;0;0;0;0;0;1;2;0;0;0
"150";"Taka-töölö";"1h, kk, kph";"kt";27;175500;6500;1936;"1/6";"on";"huono";"F";"taka-töölö";"Taka-Töölö";"1h+kk+kph";1;0;1;6;1;0;0;0;82;"F";0;0;0;0;0;1;0;1;0;0;0
"151";"Sörnäinen";"1h, avok";"kt";27,8;175000;6295;1938;"1/8";"on";"hyvä";"";"sörnäinen";"Sörnäinen";"1h+avok";1;0;1;8;1;0;0;1;80;"";0;0;0;0;0;0;1;1;0;0;0
"152";"Kallio";"1h+alk+k";"kt";35;210000;6000;1938;"6/6";"on";"tyyd.";"E2007";"kallio";"Kallio";"1h+alk+k";1;0;6;6;1;0;1;0;80;"E";0;0;0;0;1;0;0;6;0;0;0
"153";"Ullanlinna";"1h, kk, sh";"kt";24;200000;8333;1937;"3/4";"ei";"tyyd.";"E2007";"ullanlinna";"Ullanlinna";"1h+kk+sh";1;1;3;4;0;0;1;0;81;"E";0;0;0;0;1;0;0;3;0;0;0
"154";"Kumpula";"1h+avok+wc (sui...";"kt";25;175500;7020;1941;"1/1";"ei";"hyvä";"";"kumpula";"Kumpula";"1h+avok+wc(sui...";1;0;1;1;0;0;0;1;77;"";0;0;0;0;0;0;1;1;0;0;0
"155";"Merihaka";"1h, kk, kph";"kt";33,5;202000;6030;1974;"1/14";"on";"tyyd.";"F2007";"merihaka";"Sörnäinen";"1h+kk+kph";1;0;1;14;1;0;1;0;44;"F";0;0;0;0;0;1;0;1;0;0;0
"156";"Pihlajamäki";"1h+k+alkovi+par...";"kt";34,5;100000;2899;1964;"3/8";"on";"tyyd.";"G";"pihlajamäki";"Malmi";"1h+k+alkovi+par...";1;0;3;8;1;0;1;0;54;"G";0;0;0;0;0;0;0;3;0;0;0
"157";"Jätkäsaari";"1h+kt";"kt";30;199500;6650;2019;"2/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"1h+kt";1;0;2;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;2;0;0;0
"158";"Herttoniemi";"1h, alkovi,  kk...";"kt";30,5;165000;5410;1955;"1/2";"ei";"tyyd.";"F";"herttoniemi";"Herttoniemi";"1h+alkovi+kk...";1;0;1;2;0;0;1;0;63;"F";0;0;0;0;0;1;0;1;0;0;0
"159";"Lassila";"1h, kk, ,kph, alk.";"kt";42;165000;3929;1977;"4/7";"on";"hyvä";"F2013";"lassila";"Haaga";"1h+kk++kph+alk.";1;0;4;7;1;0;0;1;41;"F";0;0;0;0;0;1;0;4;0;0;0
"160";"Sörnäinen";"1h, k, makuualkovi";"kt";52,6;340500;6473;1913;"2/6";"on";"hyvä";"";"sörnäinen";"Sörnäinen";"1h+k+makuualkovi";1;0;2;6;1;0;0;1;105;"";0;0;0;0;0;0;1;2;0;0;0
"161";"Kaartinkaupunki";"1h+kk";"kt";17;182000;10706;1935;"3/4";"on";"tyyd.";"F2018";"kaartinkaupunki";"Kaartinkaupunki";"1h+kk";1;0;3;4;1;0;1;0;83;"F";0;0;0;0;0;1;0;3;0;0;0
"162";"Töölö";"1h, avok, parvi...";"kt";24,6;215000;8740;1913;"2/5";"ei";"hyvä";"";"töölö";"Etu-Töölö";"1h+avok+parvi...";1;0;2;5;0;0;0;1;105;"";0;0;0;0;0;0;1;2;0;0;0
"163";"Lauttasaari";"1h, kk , kh";"kt";25;185677;7427;1940;"5/5";"on";"tyyd.";"F2013";"lauttasaari";"Lauttasaari";"1h+kk+kh";1;0;5;5;1;0;1;0;78;"F";0;0;0;0;0;1;0;5;0;0;0
"164";"Kallio";"1h+k+kph";"kt";44;282000;6409;1927;"2/6";"on";"tyyd.";"F2013";"kallio";"Kallio";"1h+k+kph";1;0;2;6;1;0;1;0;91;"F";0;0;0;0;0;1;0;2;0;0;0
"165";"Kruununhaka";"1h, kk, wc";"kt";26;227000;8731;1874;"4/4";"ei";"huono";"D2007";"kruununhaka";"Kruununhaka";"1h+kk+wc";1;0;4;4;0;0;0;0;144;"D";0;0;0;1;0;0;0;4;0;0;0
"166";"Jätkäsaari";"1h+kt";"kt";32;214400;6700;2019;"2/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"1h+kt";1;0;2;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;2;0;0;0
"167";"Punavuori";"1 h+k+kph+alkovi";"kt";36,5;311000;8521;1929;"5/6";"on";"hyvä";"E";"punavuori";"Punavuori";"1h+k+kph+alkovi";1;0;5;6;1;0;0;1;89;"E";0;0;0;0;1;0;0;5;0;0;0
"168";"Töölö";"1h, avok, parvi...";"kt";22;212000;9636;1939;"2/6";"on";"hyvä";"F2017";"töölö";"Etu-Töölö";"1h+avok+parvi...";1;0;2;6;1;0;0;1;79;"F";0;0;0;0;0;1;0;2;0;0;0
"169";"Vartiokylä";"1h, kk, alkovi,...";"kt";27,3;80000;2930;1971;"2/2";"ei";"huono";"D2007";"vartiokylä";"Vartiokylä";"1h+kk+alkovi+...";1;0;2;2;0;0;0;0;47;"D";0;0;0;1;0;0;0;2;0;0;0
"170";"Vallila";"1h, kk, kph";"kt";16,5;145000;8788;1925;"5/5";"ei";"hyvä";"E2013";"vallila";"Vallila";"1h+kk+kph";1;0;5;5;0;0;0;1;93;"E";0;0;0;0;1;0;0;5;0;0;0
"171";"Kallio";"1h,kk,kh";"kt";20,5;173000;8439;1927;"4/5";"on";"tyyd.";"D2007";"kallio";"Kallio";"1h+kk+kh";1;0;4;5;1;0;1;0;91;"D";0;0;0;1;0;0;0;4;0;0;0
"172";"Alppila";"1h+kk+wc";"kt";24,5;163000;6653;1936;"3/4";"ei";"tyyd.";"";"alppila";"Alppila";"1h+kk+wc";1;0;3;4;0;0;1;0;82;"";0;0;0;0;0;0;1;3;0;0;0
"173";"Munkkivuori";"1 h, kk, kph, v...";"kt";25;165000;6600;1958;"2/4";"ei";"hyvä";"G2013";"munkkivuori";"Munkkiniemi";"1h+kk+kph+v...";1;0;2;4;0;0;0;1;60;"G";0;0;0;0;0;0;0;2;0;0;0
"174";"Alppila";"1h+kk";"kt";26;203000;7808;1961;"6/8";"on";"hyvä";"";"alppila";"Alppila";"1h+kk";1;0;6;8;1;0;0;1;57;"";0;0;0;0;0;0;1;6;0;0;0
"175";"Hakaniemi";"1h+kk(avok)";"kt";28;199000;7107;1938;"7/7";"on";"tyyd.";"D2007";"hakaniemi";"Kallio";"1h+kk(avok)";1;0;7;7;1;0;1;0;80;"D";0;0;0;1;0;0;0;7;0;0;0
"176";"Torkkelinmäki";"1h+k";"kt";29;215000;7414;1937;"3/6";"on";"tyyd.";"";"torkkelinmäki";"Kallio";"1h+k";1;0;3;6;1;0;1;0;81;"";0;0;0;0;0;0;1;3;0;0;0
"177";"Pihlajisto";"1h, kk";"kt";30,5;112000;3672;1978;"2/4";"ei";"tyyd.";"";"pihlajisto";"Malmi";"1h+kk";1;0;2;4;0;0;1;0;40;"";0;0;0;0;0;0;1;2;0;0;0
"178";"Jätkäsaari";"1h+kt";"kt";32;223680;6990;2019;"6/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"1h+kt";1;0;6;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;6;0;0;0
"179";"Kamppi";"1h, k, kph";"kt";32;264500;8266;1948;"3/6";"on";"tyyd.";"D2008";"kamppi";"Kamppi";"1h+k+kph";1;0;3;6;1;0;1;0;70;"D";0;0;0;1;0;0;0;3;0;0;0
"180";"Siltamäki";"1h+kk+kph+vh+la...";"kt";33;134000;4061;1973;"2/3";"ei";"tyyd.";"F";"siltamäki";"Suutarila";"1h+kk+kph+vh+la...";1;0;2;3;0;0;1;0;45;"F";0;0;0;0;0;1;0;2;0;0;0
"181";"Heikinlaakso";"1h, kk, kph/wc, vh";"kt";34,5;120000;3478;1974;"1/2";"ei";"hyvä";"E";"heikinlaakso";"Suurmetsä";"1h+kk+kph/wc+vh";1;0;1;2;0;0;0;1;44;"E";0;0;0;0;1;0;0;1;0;0;0
"182";"Taka-töölö";"1h,,kk, kph, ra...";"kt";37;245000;6622;1982;"3/6";"on";"tyyd.";"";"taka-töölö";"Taka-Töölö";"1h++kk+kph+ra...";1;0;3;6;1;0;1;0;36;"";0;0;0;0;0;0;1;3;0;0;0
"183";"Taka-töölö";"1h,k,alkovi,kph,vh";"kt";50;305000;6100;1914;"2/5";"on";"tyyd.";"F2013";"taka-töölö";"Taka-Töölö";"1h+k+alkovi+kph+vh";1;0;2;5;1;0;1;0;104;"F";0;0;0;0;0;1;0;2;0;0;0
"184";"Puotila";"1h+k+kph";"kt";27;103500;3833;1961;"2/3";"ei";"hyvä";"";"puotila";"Vartiokylä";"1h+k+kph";1;0;2;3;0;0;0;1;57;"";0;0;0;0;0;0;1;2;0;0;0
"185";"Sörnäinen";"1h,kk";"kt";28;185100;6611;1961;"4/8";"on";"tyyd.";"F2013";"sörnäinen";"Sörnäinen";"1h+kk";1;0;4;8;1;0;1;0;57;"F";0;0;0;0;0;1;0;4;0;0;0
"186";"Laajasalo";"1h+kk+kph+lasit...";"kt";29;136000;4690;1972;"5/5";"on";"hyvä";"F2007";"laajasalo";"Laajasalo";"1h+kk+kph+lasit...";1;0;5;5;1;0;0;1;46;"F";0;0;0;0;0;1;0;5;0;0;0
"187";"Taka-töölö";"1h, kk, kph";"kt";30;252000;8400;1932;"2/6";"on";"hyvä";"D";"taka-töölö";"Taka-Töölö";"1h+kk+kph";1;0;2;6;1;0;0;1;86;"D";0;0;0;1;0;0;0;2;0;0;0
"188";"Jätkäsaari";"1h+kt";"kt";32;224288;7009;2019;"7/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"1h+kt";1;0;7;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;7;0;0;0
"189";"Pitäjänmäki";"1h, avok, kph, alk";"kt";33;231000;7000;2011;"3/3";"on";"hyvä";"F";"pitäjänmäki";"Pitäjänmäki";"1h+avok+kph+alk";1;0;3;3;1;0;0;1;7;"F";0;0;0;0;0;1;0;3;0;0;0
"190";"Kluuvi";"1h+avok+parvi+kph";"kt";22,5;223000;9911;1908;"3/4";"ei";"hyvä";"B";"kluuvi";"Kluuvi";"1h+avok+parvi+kph";1;0;3;4;0;0;0;1;110;"B";0;1;0;0;0;0;0;3;0;0;0
"191";"Lauttasaari";"1h+kk";"kt";29;232000;8000;1972;"1/4";"on";"hyvä";"E2018";"lauttasaari";"Lauttasaari";"1h+kk";1;0;1;4;1;0;0;1;46;"E";0;0;0;0;1;0;0;1;0;0;0
"192";"Jätkäsaari";"1h+kt";"kt";29,5;158858;5385;2019;"3/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"1h+kt";1;0;3;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;3;0;0;0
"193";"Merihaka";"1 h,avok,alk,kh...";"kt";33,5;217000;6478;1975;"12/14";"on";"hyvä";"F2007";"merihaka";"Sörnäinen";"1h+avok+alk+kh...";1;0;12;14;1;0;0;1;43;"F";0;0;0;0;0;1;0;12;0;0;0
"194";"Kallio";"1h, avok, kph";"kt";26,5;126000;4755;1913;"2/6";"ei";"hyvä";"";"kallio";"Kallio";"1h+avok+kph";1;0;2;6;0;0;0;1;105;"";0;0;0;0;0;0;1;2;0;0;0
"195";"Puotinharju";"1h, kk";"kt";31;145500;4694;1963;"5/7";"on";"hyvä";"E";"puotinharju";"Vartiokylä";"1h+kk";1;0;5;7;1;0;0;1;55;"E";0;0;0;0;1;0;0;5;0;0;0
"196";"Kallio";"1h+kk+alk+sh";"kt";33;212100;6427;1939;"4/7";"on";"hyvä";"E2013";"kallio";"Kallio";"1h+kk+alk+sh";1;1;4;7;1;0;0;1;79;"E";0;0;0;0;1;0;0;4;0;0;0
"197";"Töölö";"1h, kk, kh";"kt";18;177000;9833;1939;"2/6";"on";"tyyd.";"";"töölö";"Etu-Töölö";"1h+kk+kh";1;0;2;6;1;0;1;0;79;"";0;0;0;0;0;0;1;2;0;0;0
"198";"Ullanlinna";"1h, kk";"kt";26;220000;8462;1957;"3/5";"on";"tyyd.";"F2007";"ullanlinna";"Ullanlinna";"1h+kk";1;0;3;5;1;0;1;0;61;"F";0;0;0;0;0;1;0;3;0;0;0
"199";"Etelä-haaga";"1 h, kk";"kt";29;174000;6000;1961;"2/3";"ei";"hyvä";"";"etelä-haaga";"Haaga";"1h+kk";1;0;2;3;0;0;0;1;57;"";0;0;0;0;0;0;1;2;0;0;0
"200";"Jätkäsaari";"1h+kt";"kt";32;223680;6990;2019;"5/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"1h+kt";1;0;5;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;5;0;0;0
"201";"Malmi";"1h, kk, s, vh, ...";"rt";36,5;159500;4370;1985;"1/1";"ei";"hyvä";"D";"malmi";"Malmi";"1h+kk+s+vh+...";1;1;1;1;0;0;0;1;33;"D";0;0;0;1;0;0;0;1;0;0;0
"202";"Kamppi";"1h, avokeitti...";"kt";22,5;247000;10978;1961;"8/8";"on";"hyvä";"E2007";"kamppi";"Kamppi";"1h+avokeitti...";1;0;8;8;1;0;0;1;57;"E";0;0;0;0;1;0;0;8;0;0;0
"203";"Kallio";"1h, avok, kph";"kt";23,3;179000;7682;1925;"1/6";"on";"hyvä";"D2007";"kallio";"Kallio";"1h+avok+kph";1;0;1;6;1;0;0;1;93;"D";0;0;0;1;0;0;0;1;0;0;0
"204";"Jätkäsaari";"1h+kt";"kt";30;192000;6400;2019;"1/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"1h+kt";1;0;1;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;1;0;0;0
"205";"Pihlajisto";"1h, kk, parveke";"kt";30,5;110000;3607;1978;"4/4";"ei";"tyyd.";"";"pihlajisto";"Malmi";"1h+kk+parveke";1;0;4;4;0;0;1;0;40;"";0;0;0;0;0;0;1;4;0;0;0
"206";"Punavuori";"1h, kk, kph, al...";"kt";31;199000;6419;1963;"5/6";"on";"tyyd.";"G2013";"punavuori";"Punavuori";"1h+kk+kph+al...";1;0;5;6;1;0;1;0;55;"G";0;0;0;0;0;0;0;5;0;0;0
"207";"Ullanlinna";"1h, kk, kph, parvi";"kt";25,5;303000;11882;1915;"3/5";"on";"hyvä";"F2014";"ullanlinna";"Ullanlinna";"1h+kk+kph+parvi";1;0;3;5;1;0;0;1;103;"F";0;0;0;0;0;1;0;3;0;0;0
"208";"Pohjois-haaga";"1h+kk+kph+ransk...";"kt";27;155000;5741;1956;"4/5";"on";"tyyd.";"";"pohjois-haaga";"Haaga";"1h+kk+kph+ransk...";1;0;4;5;1;0;1;0;62;"";0;0;0;0;0;0;1;4;0;0;0
"209";"Jätkäsaari";"1h+kt";"kt";29,5;154875;5250;2019;"2/7";"on";"hyvä";"B2018";"jätkäsaari";"Länsisatama";"1h+kt";1;0;2;7;1;0;0;1;-1;"B";0;1;0;0;0;0;0;2;0;0;0
"210";"Puotila";"1h, kk, kph, pa...";"kt";33;138000;4182;1961;"1/3";"ei";"tyyd.";"D2007";"puotila";"Vartiokylä";"1h+kk+kph+pa...";1;0;1;3;0;0;1;0;57;"D";0;0;0;1;0;0;0;1;0;0;0
"211";"Pihlajamäki";"1h+pk+kh+alk";"kt";35;130000;3714;1963;"4/8";"on";"hyvä";"E2007";"pihlajamäki";"Malmi";"1h+pk+kh+alk";1;0;4;8;1;0;0;1;55;"E";0;0;0;0;1;0;0;4;0;0;0
"212";"Munkkivuori";"1h+kk";"kt";35;155000;4429;1960;"4/8";"on";"hyvä";"F2007";"munkkivuori";"Munkkiniemi";"1h+kk";1;0;4;8;1;0;0;1;58;"F";0;0;0;0;0;1;0;4;0;0;0
"213";"Kallio, harju";"1h,kk";"kt";21;168000;8000;1937;"3/6";"ei";"hyvä";"";"kallio, harju";"Kallio";"1h+kk";1;0;3;6;0;0;0;1;81;"";0;0;0;0;0;0;1;3;0;0;0
"214";"Meilahti";"1h+avokeitti...";"kt";28;212000;7571;1945;"3/3";"ei";"hyvä";"F";"meilahti";"Meilahti";"1h+avokeitti...";1;0;3;3;0;0;0;1;73;"F";0;0;0;0;0;1;0;3;0;0;0
"215";"Taka-töölö";"1 h, avok, kh";"kt";24;209000;8708;1938;"5/6";"on";"hyvä";"E2013";"taka-töölö";"Taka-Töölö";"1h+avok+kh";1;0;5;6;1;0;0;1;80;"E";0;0;0;0;1;0;0;5;0;0;0
"217";"Kallio";"1h";"kt";25,2;170000;6746;1908;"1/5";"ei";"tyyd.";"F";"kallio";"Kallio";"1h";1;0;1;5;0;0;1;0;110;"F";0;0;0;0;0;1;0;1;0;0;0
"218";"Pitäjänmäki";"1h+k+kph (yj:n ...";"kt";28;100000;3571;1940;"2/2";"ei";"tyyd.";"";"pitäjänmäki";"Pitäjänmäki";"1h+k+kph(yj:n...";1;0;2;2;0;0;1;0;78;"";0;0;0;0;0;0;1;2;0;0;0
"219";"Lauttasaari";"1h+kk+kph";"kt";35;225000;6429;1968;"2/3";"ei";"hyvä";"";"lauttasaari";"Lauttasaari";"1h+kk+kph";1;0;2;3;0;0;0;1;50;"";0;0;0;0;0;0;1;2;0;0;0
"220";"Katajanokka";"1h+avok+kh (yht...";"kt";36;251000;6972;1906;"4/4";"ei";"hyvä";"";"katajanokka";"Katajanokka";"1h+avok+kh(yht...";1;0;4;4;0;0;0;1;112;"";0;0;0;0;0;0;1;4;0;0;0
"221";"Munkkivuori";"1h, kk, kph+p";"kt";30,4;145000;4770;1958;"5/8";"on";"tyyd.";"D2018";"munkkivuori";"Munkkiniemi";"1h+kk+kph+p";1;0;5;8;1;0;1;0;60;"D";0;0;0;1;0;0;0;5;0;0;0
"222";"Punavuori";"1h, alkovi, k, kph";"kt";33;267000;8091;1931;"2/4";"on";"hyvä";"E2008";"punavuori";"Punavuori";"1h+alkovi+k+kph";1;0;2;4;1;0;0;1;87;"E";0;0;0;0;1;0;0;2;0;0;0
"223";"Alppila";"1h,kk";"kt";22,5;150000;6667;1912;"2/2";"ei";"tyyd.";"G2013";"alppila";"Alppila";"1h+kk";1;0;2;2;0;0;1;0;106;"G";0;0;0;0;0;0;0;2;0;0;0
"224";"Töölö";"1h, avok., kph";"kt";30;245000;8167;1939;"1/3";"ei";"hyvä";"E2007";"töölö";"Etu-Töölö";"1h+avok.+kph";1;0;1;3;0;0;0;1;79;"E";0;0;0;0;1;0;0;1;0;0;0
