ID,1,9,2,45,8,47,37,39,27,10,6,31,53,23,51,11,3,54,46,12,4,22,40,24,41,34,50,36,20,5,29,25,14,26,38,30,43,55,57,32,16,33,64,13,56,42,15,49,21,7,17,58,28,52,59,70,172,18,48,44,35,60,139,62,69,121,61,133,19,66,71,158,63,65,125,116,67,140,143,76,166,157,77,129,72,126,148,167,68,145,135,137,168,122,131,161,74,154,147,146,79,171,134,169,78,159,120,128,123,138,118,141,149,81,80,75,73,91,165,156,152,130,90,163,89,85,117,83,136,87,93,164,82,150,151,86,84,92,162,153,127,88,112,96,94,144,110,105,95,111,113,108,99,109,97,98,106,114,155,107,100,101,160,102,132,115,103,104,119,170,142,124
1,0.0,2352.19504822,2391.34246689,2395.66133612,2414.36872251,2675.33985535,3056.83285164,3162.03697835,3577.27040916,3745.26648521,3954.49485673,4342.97058515,4379.45341376,4505.59389211,4779.46984363,5332.17150221,5375.45985031,5379.56982538,5519.79659338,5590.78881337,5827.61357276,6096.06568945,6206.47298606,6566.24121715,6767.52875485,6801.77806549,6908.76923666,7076.36526446,7172.08468471,7373.25836361,7424.17983886,7545.27014939,7665.75446496,7680.89653893,7869.79969473,7949.04759277,8253.76221137,8293.18546049,9266.02780476,9333.76405501,9357.06548373,9391.72099277,9420.00244004,9456.90115169,9527.98814139,9621.86787082,9723.52132015,9741.57651316,9779.71319921,10072.4009961,10305.9101994,10688.5932439,10761.5979978,10871.3707303,10967.9315302,11220.2911383,11317.2103554,11385.8693705,11473.1136096,11647.3262467,11984.5731329,12082.4230065,12206.637869,12735.1867731,12876.8362648,13214.7542731,13315.1786987,13350.0616899,13483.681846,13650.8204363,13846.8228185,13988.3635374,14125.1795009,14817.5227943,14965.4535175,14980.9230673,15420.8655838,15444.7109988,15689.7975919,16028.6825667,16131.0960716,16511.8116359,16575.1168534,16675.9977845,16698.7224898,16783.4006629,16867.8711233,16922.4898527,16935.6346814,17179.1620325,17269.5624108,17452.314835,17706.1962985,17824.3346065,17859.0770279,17901.5488897,17930.2049735,17935.188032,18190.2603312,18243.9751168,18520.6592839,18597.1365442,18617.6354581,18698.3100553,18706.6863484,18729.8607669,18753.2426395,18769.9953866,18902.0101956,18991.2061388,19120.7077967,19141.6207593,19430.3938646,19475.9987235,19508.0722094,19602.5955522,19671.1197705,20054.2750907,20390.8026895,20867.5203029,20927.2047884,20930.4544571,20991.4144177,21164.7794963,22237.0628514,22241.4439845,22432.5482247,22969.0939198,22981.9181339,23120.6590448,23301.5583306,23582.9078902,23708.5329904,23754.7103605,23829.5548636,24106.2719639,24114.5523875,24230.6045644,24424.2359033,24741.0974872,24754.6012523,25313.7962636,25366.1636833,25392.734292,25483.6177769,25509.120225,25667.4955524,26226.7048656,26419.5881649,26435.5133859,26746.772096,26797.484642,26832.9422193,27151.8734363,27237.0190298,27240.2451811,27672.0608362,27704.7138432,27711.9368471,27877.786474,28154.9909458,28177.1058692,28311.5253493,29049.357128,29119.045724,29285.584627,29317.642211,30169.0855124,30684.0808249,30931.937621,31537.3885008,32221.1790044
2,2391.34246689,4622.32388724,0.0,4525.73431302,2726.44741915,3852.02797166,3537.3596086,1651.70935391,5852.11048608,5608.83496486,6324.54886236,2089.22875811,5632.52906665,5894.00946917,4770.4702303,7600.80794495,7751.12361142,5952.4981333,7609.51139613,4263.67778295,3541.78250505,8080.32319291,7681.25273511,8778.3383428,6710.76349552,7171.92195953,8980.54869314,5014.89142263,8518.20568757,9764.49408787,8170.60641933,6247.18793636,9953.54788302,10020.2252965,9502.18550724,9391.68907909,10199.7476051,10405.8270521,11268.8173885,9760.65572684,10274.4206307,8756.3585548,11125.7643011,11834.5402767,11711.7077375,11785.3647208,11177.7115495,12059.9932284,12071.1451027,12455.2288096,12167.120106,12788.0788367,12831.3477315,13130.2495912,12921.1031014,12747.766553,13610.5427178,12542.8766829,13808.6856089,13831.8981876,12378.5912753,14187.6144376,14576.8898514,14662.1941542,14569.9008672,15606.0246662,15437.9565924,15597.2951694,14787.9947672,14886.3396665,14683.7344643,16355.7269167,16062.3125862,16510.691987,17356.530159,17366.9181981,16809.0285863,17723.9863369,18079.9885113,18042.6359485,18517.8193658,18894.9300497,18358.8165388,18869.7935353,17620.6046455,19071.3217647,19233.922599,19260.0148489,18451.4391504,19553.2694265,19596.367601,19842.5288754,20060.8863418,20215.5933855,20242.1729352,20287.5559169,19195.3713118,20308.5378588,20553.0793547,20589.4867066,20561.0925668,20931.3558358,20979.4460704,21081.4737443,20846.0825531,21106.2598095,21143.9745905,21141.7797414,21250.561206,21363.057934,21511.0595574,21427.0512767,21779.2242394,21280.6678796,21469.4013935,21024.9900104,20643.9560159,22148.6665894,22603.3857049,23216.7678339,23069.1748294,23321.6758377,23018.2873235,23449.2047921,24153.6603063,24297.6465922,24816.1427528,25046.5304907,25309.8249665,25086.3909061,25137.5387749,25802.5089181,25712.0890312,26143.2425752,26217.9968894,26256.2341997,26175.402987,26150.0248524,26783.7050126,27105.4938055,27070.8805479,27398.2144507,27644.8934777,27374.0372357,27342.6864394,27900.1156404,27904.5368987,27909.9459752,28340.0037768,28610.2550811,28872.659028,29086.6911805,28610.122572,29374.6372412,29215.1472661,29113.6527603,29364.1779956,29754.8837904,30099.4493336,30150.0161371,30042.8850464,29999.4163641,30672.016221,30831.1812258,31428.086193,31425.1817067,31177.0814244,32060.130695,32946.0435588,33236.9948378,33747.1284483,34504.7959656
3,5375.45985031,3664.24418154,7751.12361142,3516.04558331,6871.25806708,5965.31656696,6282.98106039,8088.59968861,2142.18861434,4584.9998722,1428.32261501,9707.77033562,6243.62071523,4868.19302152,8454.84798612,2774.25477727,0.0,8002.89898362,3954.32992888,10386.1582182,11191.0671537,3225.38994947,6518.43274779,2217.37685172,9945.60437486,8144.99546458,4674.31685117,11948.7104081,6048.38635205,2205.5180897,9034.92228335,11402.0852017,3793.14161127,2395.69300259,5580.63979108,7695.44121791,6135.22672055,4004.26976557,5262.32246281,9841.02890254,10117.3167093,11946.192846,6463.68222442,4473.43006931,4774.03299055,6145.78600359,8981.10558371,5282.10969166,4604.55575224,4707.98105362,8065.91730531,6154.52123611,7575.31362055,6699.14144774,6921.97987067,8512.81430714,6101.67495992,11180.0762768,6765.50098791,7808.04167314,12092.9982611,7437.6578923,6831.45763089,8621.83148661,9472.40791253,7935.27349362,8560.62165942,8229.91044451,12599.6647421,11467.5225506,12670.7602119,8613.97299896,9895.72079072,11260.7627984,9651.76490244,9787.41524896,12668.997508,10918.7365514,10432.9174684,11499.6167025,10775.9710008,11337.9933341,12668.5705059,11647.8416203,15057.3293568,11531.5987299,11824.3140825,11578.3742698,13742.7181971,11804.0537701,12455.1614693,12188.8981363,12726.9762724,12512.4408694,12492.9312087,12691.8764171,15340.8534495,12831.5019741,12817.5269223,13312.9080204,13859.1762554,13724.4780022,13585.9895575,13332.2111185,13789.1637714,13598.7247054,13426.341858,13394.5479113,13946.8085089,13891.1001498,13850.3953106,13884.9598969,14468.6914582,15410.2495136,15032.4056986,16527.6812459,17723.7248248,15231.2190758,15283.4831526,15505.3645496,15979.1113199,15613.1956966,16323.1418283,15903.7117124,17824.1723091,17485.1589731,17067.0069824,18154.3657935,18100.452913,18573.269844,19070.9463866,18443.6233927,19062.2370394,18501.9751017,18479.7398002,19115.4209803,19328.0778137,19781.0259659,19052.6543768,19660.0971946,19432.8744177,20462.8699351,20106.0268291,20781.1851426,21163.2621871,20215.6719559,20485.4015246,22320.9697112,21941.2608351,21378.5675322,21793.7842241,21516.7915823,22691.3663651,21993.6993327,22615.4153731,22864.1804347,23722.7407588,22914.5612915,22464.6842732,22624.8396787,23735.1818717,23911.3527101,22939.0008876,24869.275804,23804.3015201,24291.0655542,24952.8972237,25723.4758257,25444.9609803,25621.7588821,26393.5859019,26943.452345
4,5827.61357276,7794.3040585,3541.78250505,8064.73476975,4901.57618989,6224.01828678,6727.99300867,4177.5966487,9371.50441591,8260.67583728,9777.68654231,1484.66322034,7636.79791171,9269.10255533,5543.49996419,10634.3701776,11191.0671537,7101.2147551,10373.320201,3168.55313789,0.0,11604.8414377,9652.8811319,12316.8367084,6836.12402431,9850.27304977,11652.8767112,4395.75060828,11789.7383133,13106.2805098,9145.97212293,7072.91558535,12962.7719749,13508.3835535,12897.2785507,11167.2795805,12632.0025614,13944.8686065,14787.1102269,12314.8112,11257.5403463,10213.6039109,14536.5082422,15064.0399028,15253.3769291,14518.9577044,12849.9084438,15104.5632401,15591.5864541,15865.6525746,14393.560668,16323.5817159,15375.9285629,16024.4937923,16420.7321459,16048.8687764,17130.7693648,13711.037625,16879.8845629,16564.5705047,14785.7954071,17722.9445235,18019.989222,18147.832881,17948.594467,18927.2571922,18975.1651812,19133.2704602,16070.9379227,17966.3139474,17441.8130099,19803.7760171,19548.2665169,19878.5153704,20696.8976169,20617.2993058,19979.2627028,20615.1314591,21370.0413303,21552.2329191,21901.3662701,22120.8857089,21768.2354777,22411.5710915,20404.3951841,22595.4377979,22374.7431779,22750.0786329,21698.1540958,22984.0775894,22602.1165808,23129.0782849,23154.8968928,23544.4550181,23642.4817019,23530.0205158,22252.1724359,23477.5537711,24008.2793462,23649.3704223,24076.4465024,23953.1736704,24096.8096155,24480.8448503,24383.8196808,24287.8527264,24486.3375126,24577.7637561,24318.1214383,24521.8326893,24796.7169256,24952.6271398,24845.7366766,24692.8667748,24955.6630689,24189.7684366,23437.5182409,25677.5856157,26144.7453235,26692.7965483,26606.8068439,26648.2319304,26527.3815524,26975.4722622,27617.0072802,27815.3041072,28211.1305502,28569.9400051,28294.88945,28570.488883,28558.8090814,29343.5731694,29210.821677,29397.9122236,29582.5140592,29794.4715498,29693.5290656,29612.2903425,30243.6263628,30216.6294617,30579.7092671,30922.6280402,31173.844681,30862.6919042,30773.0701437,31191.0482401,31443.8792357,31233.8439422,31800.4621383,32150.9695969,32406.4510147,32611.4251827,31992.0735156,32915.6038116,32701.1424414,32549.4892911,32690.972338,33268.053632,33338.7759349,33681.4579088,33485.3357538,33405.9461715,34129.571286,34212.6219416,34942.1216329,34961.1321864,34603.1307263,35502.3216188,36480.7186501,36753.6186789,37288.8393296,38032.3033342
5,7373.25836361,5343.05220752,9764.49408787,5702.35937896,8515.68877583,7419.4947934,8488.41895167,10230.8078413,4345.57390507,5641.22422425,3553.8313542,11635.8023257,7199.40157534,6959.85958215,9714.06061459,3105.79320485,2205.5180897,8947.4224999,4167.79469232,11955.5986384,13106.2805098,4801.65063951,6819.54513154,3304.5590856,10912.8875387,10168.7607462,4195.7066538,14120.9753449,7703.46014068,0.0,9489.56480646,13602.9836909,2464.42309843,1901.35132162,6892.52732447,7546.92328428,5343.39263252,4435.36034665,5652.32026473,11639.5024959,10128.3604662,14040.6941546,7336.68234936,2273.55888076,4524.11855372,4588.68858099,8456.44319957,3260.54965112,3710.13638598,2846.00248582,6937.19356115,5930.77005201,6025.89986832,4732.52917815,7038.02909044,9299.81403966,4937.96699187,10705.3573387,4598.25151063,5934.48382334,13709.3569554,6961.88708121,5054.96779742,8526.59136006,9802.37308309,5841.54540146,7884.41258252,7102.7142929,11756.7784733,12312.0679136,13865.3472762,6821.62265636,9624.87963669,11392.1809779,7597.46359759,7634.75559872,13189.2674405,8754.77170857,8320.04144714,10900.7003635,8798.49147957,9178.84935277,12509.0539488,10525.8329812,15994.702179,10079.4320711,9630.42020164,9910.2771551,13986.4942323,9929.84664367,10250.980944,10082.1134558,10525.9722348,10453.5366195,10547.5330583,10551.0211216,15849.0951722,10651.2676486,11005.3727161,11108.9203828,13068.3301233,11518.9950107,11392.0527016,11384.1799593,12745.9217046,11427.0923506,11387.3671921,11526.5140683,11744.629361,11711.1253842,11749.7683219,12389.3004913,12267.3186155,15055.8671914,14375.1453806,16754.1637528,18465.5315945,14257.7624059,13992.6249296,13740.6092375,14864.6815145,13559.8257246,15475.2446486,14379.6847235,17163.2060183,16539.1509782,15109.3298235,17144.6437839,15895.8540273,17793.1104729,18527.0303239,17078.0786114,18192.5395543,16389.9991876,16477.1577961,17917.5971131,18330.6942707,19062.5469005,17224.7389025,17479.9269474,17768.2797805,19393.2385249,18555.0520404,19920.370135,20525.2146677,18136.1119304,19048.3921408,21953.7086722,21174.9453436,20089.3785376,20612.4802027,19924.0806858,22162.7138264,20579.3513147,21727.8564749,22166.0609897,23311.11099,21879.6128538,20350.3049318,21073.6095222,22995.9285548,23283.0930007,21095.7379973,24291.9867762,22139.0307596,23050.4930744,24243.7067481,24948.0160935,23904.2009464,23960.6714809,24976.4688917,25337.5174785
6,3954.49485673,2460.44850938,6324.54886236,2168.3708555,5583.56879552,4807.87481742,5013.23416125,6682.35987298,958.724091202,3787.12749805,0.0,8293.38259352,5403.62819449,4029.82498541,7354.99583581,2870.41356406,1428.32261501,7104.43534324,3857.55177555,9100.94650126,9777.68654231,3328.38879724,6104.11378589,2985.37596232,8990.61379126,7330.82244309,4924.46324194,10567.3261679,5782.73633018,3553.8313542,8417.02488799,10172.6876898,4625.71508515,3746.31730645,5683.30439198,7515.55856649,6451.71797731,4853.74616646,6030.10636065,9294.46803646,9753.62242495,10973.531031,6859.32124492,5777.30970279,5866.18904604,6933.56840396,8996.14831333,6403.0691624,5903.39755824,6136.27864277,8504.50911958,7170.75571287,8306.36850974,7744.97173671,7750.48108865,8886.22363996,7427.7733646,11105.5862062,7995.98193614,8760.9329677,11705.8599968,8516.8642656,8253.79597871,9504.162127,10108.1014995,9348.53113834,9694.27855499,9517.37781616,12742.5498792,11731.4935582,12651.0239315,10034.5527104,10835.8308038,11973.837864,11073.5927779,11180.7683882,13130.7104993,12121.2181362,11842.7423399,12563.0254347,12204.0548063,12728.0559013,13515.6421145,12905.0743741,15205.6350769,12883.939385,13180.3683016,12976.6365862,14358.4563082,13228.9595009,13748.3890259,13601.23123,14067.002548,13934.7446961,13921.0764298,14092.0500913,15778.6164036,14205.0932094,14235.8205823,14640.7880992,14981.5796631,15037.04962,14941.5519904,14760.3444169,15007.4916296,14980.2014233,14851.3117766,14818.2641037,15282.3856553,15264.9479958,15264.8989071,15241.1567981,15806.8348156,16328.278917,16091.5904184,17126.7271082,17986.5296339,16417.0010158,16578.2899751,16915.1105847,17213.110104,17036.9409216,17454.8930511,17262.8986004,18869.9172325,18651.0368564,18495.1305934,19342.5003406,19422.155295,19667.4279156,20058.0201722,19753.8366732,20191.9386421,19914.1917031,19907.6817401,20369.4132131,20507.8474799,20844.0657686,20469.7519013,21033.6743281,20820.814244,21667.2235149,21466.331908,21901.7710759,22185.5342386,21635.9810083,21813.7426784,23209.7522842,23018.2136703,22659.1681651,23036.346572,22886.3314849,23657.6786726,23313.3048452,23742.2218711,23908.3492307,24628.8977072,24100.1368779,23876.6074856,23982.7888087,24795.3906851,24920.7968923,24357.0368095,25852.3537844,25189.5035555,25550.5824895,25996.6732711,26795.1135263,26797.8711016,27005.064321,27709.4057957,28312.6784725
7,10072.4009961,8155.72067572,12455.2288096,8158.46096128,11348.8212049,10265.2516626,10761.2931061,12761.7204163,6754.51643235,8468.26154677,6136.27864277,14386.4882295,9991.11472635,8797.90743351,12544.6495651,5884.17487494,4707.98105362,11717.6321817,6839.17216661,14800.0874766,15865.6525746,6104.96583341,9393.36314226,4557.43530739,13673.4727724,11711.6992457,6521.28162195,16563.8775927,8729.20270112,2846.00248582,12064.9782928,15705.7619468,4467.61306134,2710.68049958,7521.69821567,9831.07303131,7280.93206907,4510.5721336,5320.19581929,12679.4734087,12428.2082766,15672.0789107,7328.00161382,2171.30905204,3686.99683001,5687.99183883,10396.5477849,3658.8658523,2289.90253175,0.0,8336.29259153,4735.97912347,6897.36648466,4864.72023633,6092.1267512,8970.81067057,2672.56267288,12595.5787765,3815.08767664,6117.49038429,14360.5685168,5271.30571261,2209.08114649,7138.82689727,8839.9841252,3356.61940516,5857.82548534,4642.43000515,13225.1573155,11871.5108516,13852.406642,3979.01107248,7941.64015823,10085.8300507,4985.44465366,5313.92974009,12284.3555616,7509.6576895,5840.28368389,8791.99760422,6068.66442696,6855.56880412,10814.113981,7948.9495787,15549.1426316,7299.74116709,7529.3892257,7066.71271851,12709.2650066,7121.0794781,8483.63877367,7568.28779256,8498.585171,7835.064387,7787.01743909,8136.01686469,14841.5065221,8419.85049555,8173.77948342,9134.97921317,10716.1361324,9615.50444214,9258.53325475,8626.30661689,10191.6153163,9135.14785566,8733.81044022,8716.72604127,9716.04752276,9464.18224528,9211.38112726,9579.88123931,10215.7575762,13080.5335356,12118.8852976,15380.9635843,17697.5306867,11736.4875864,11265.9821483,10900.6903852,12237.1515809,10925.1177982,13037.8527142,11556.6102841,14862.894841,14014.939944,12360.9193504,14570.0775352,13877.983303,15385.8577214,16315.1586724,14303.2050537,15711.6356629,13864.0020578,13772.6937628,15221.318185,15756.624143,16694.1955129,14402.9899957,15192.6280448,14922.3644173,16765.9446271,15720.9290436,17433.7951696,18211.8709319,15540.1164388,16243.0314642,19871.2407914,18752.429732,17339.8645634,17915.2343206,17082.7877621,19931.1086151,17779.1824389,19211.3981993,19791.4009348,21176.1959938,19263.3936821,17823.153067,18237.8860442,20583.7456613,20958.6725094,18281.3361949,22004.2463141,19293.030033,20316.901608,21848.5021035,22498.5405039,21068.9678749,21114.6693204,22170.5342225,22493.6366697
8,2414.36872251,3217.83558765,2726.44741915,4634.05004202,0.0,1328.34613127,5276.05390031,4296.77845529,5534.38182907,3359.39208361,5583.56879552,3593.78014597,2963.85397282,6917.81001,2393.13032147,5804.46114949,6871.25806708,3284.28696518,5472.75843038,3519.08889163,4901.57618989,8285.29140148,5036.4815712,8490.38432312,4402.40113792,9087.41560387,6756.29761825,7644.07042816,9577.17430794,8515.68877583,5481.80845545,8944.19230068,8097.73673704,9266.67987923,10211.4143874,6712.49634611,7798.93648707,10313.1525476,11382.7080399,11656.4736087,7563.77914777,11267.3733047,11720.8769537,10310.8351435,11429.9368488,9621.25354509,8489.21600154,10240.7038913,11464.7784134,11348.8212049,9663.28028348,12687.4691282,10518.011759,11125.620773,13106.8579271,13573.1860389,12972.163112,9816.48613387,12018.9219604,11669.523251,14310.9654728,14058.646727,13549.3817526,14879.7772241,15161.2007161,14236.9358658,15257.294375,15087.9905489,12065.7240913,16053.8395199,16253.496388,15327.331555,16252.1844877,17093.1165854,16019.4300474,15846.1426012,17796.3425272,15713.9269503,16631.8796653,18075.2695134,17279.3818404,17325.1662071,18795.995586,18486.5926105,19111.8888393,18396.7785305,17528.1709586,18377.9546302,19273.9776703,18443.8595318,17712.0388066,18380.5090922,18287.7470902,18839.2466444,19039.4161245,18742.330431,20324.4676148,18642.7162091,19519.7735652,18770.8062048,20527.1464166,19065.0955599,19236.9537,19872.1835355,20589.9092374,19458.1801511,19793.8877312,20040.1687431,19440.9690399,19679.6791527,20041.9020253,20746.4342274,19967.7094619,21674.0926454,21588.0687226,21962.9358109,22085.4884432,21991.3150774,22147.574855,22249.2895148,22796.5905782,21929.9784774,23002.3184172,22761.7515163,24346.3754194,24215.8541261,23581.060338,24916.1752328,23398.388958,25184.8834567,25468.7479161,25313.376332,25734.7680417,24606.5426033,24903.260128,25952.2882474,26077.7416422,26332.3501978,25740.1690325,25347.5992567,26244.5521705,27245.3219552,26961.0414534,27436.416055,27629.6100515,26426.7654947,27356.3388639,28479.0469462,28515.5607582,28235.8823818,28619.9152537,28360.4394922,29031.5917001,28864.8978168,29279.5576572,29372.1118162,29917.7559071,29670.9967903,28530.7313427,29481.1579676,30274.0027975,30344.1623982,29608.8930546,31241.6459729,30618.3091502,31133.0191585,31456.410294,32282.2229997,32304.8359478,32438.7615479,33264.5825483,33785.0901552
9,2352.19504822,0.0,4622.32388724,2516.11751076,3217.83558765,2347.42866819,4830.21354756,5509.40609622,2704.22714294,1834.49029923,2460.44850938,6341.61560913,3185.580336,5158.14229647,4897.85122341,2989.32176501,3664.24418154,4765.93817802,3214.26119096,6724.85493017,7794.3040585,5559.28539915,4461.87304159,5442.02749582,6588.71961322,8141.62593164,4596.78949109,9428.3674733,7519.83583596,5343.05220752,6351.26358255,9752.02094284,5336.04754163,6059.04579681,7771.29591167,6127.71161198,6000.49910447,7306.01752629,8458.92756088,10473.5124269,7980.51883995,11262.7984314,9113.70816109,7274.92383615,8319.34610257,7271.82963894,7828.38096787,7437.69580854,8267.40892321,8155.72067572,8084.80882787,9631.19603533,8432.75171916,8529.83296544,10185.442064,11090.6537878,9764.83836538,9710.18312141,9189.03018639,9295.18010493,13052.0359062,10974.7316201,10348.40308,11946.8363169,12457.5636585,11137.3766489,12144.5753835,11892.909194,11639.3975369,13813.9367641,14444.0993322,12129.9455152,13287.765855,14351.0639031,12911.3154013,12827.3494107,15354.9868862,13113.5120053,13575.7411481,15023.1674554,14137.8498764,14338.5580612,15941.1986384,15305.2347612,17146.0263901,15180.3180187,14635.3406591,15165.9475287,16675.9531564,15268.0831415,14974.1649066,15334.9713965,15449.3918047,15753.7013915,15889.8153085,15743.3232436,17969.8902344,15721.9118877,16329.4030377,15971.9820925,17436.4400894,16310.0387021,16374.4668796,16725.9138183,17431.5656707,16525.9621274,16698.7051794,16864.8420233,16634.5128021,16772.7194712,17002.8223628,17529.0985294,17163.2190841,18770.8723918,18552.0189394,19424.6592183,20017.8544467,18855.6536962,18947.7185721,19050.5021122,19629.3068413,18856.0643848,19908.6645032,19544.0362103,21330.160655,21096.8641063,20447.9512179,21781.0040046,20687.5684173,22126.5376326,22512.739965,22106.6664167,22646.5559871,21609.8952049,21800.4344609,22773.3442872,22949.6034549,23304.5125343,22557.7534215,22501.5008565,23031.9509435,24099.4959225,23743.2062856,24358.0913765,24644.1257021,23397.3192465,24143.3366652,25639.821644,25478.4624624,25042.1426454,25448.2612613,25143.20663,26107.8984849,25654.3579523,26197.7597021,26368.3112245,27063.7235807,26540.3908304,25556.0452597,26263.3302539,27255.8068426,27377.7357916,26433.2908662,28305.2514578,27405.7064932,27950.9935386,28456.5297202,29255.5346058,29087.1377904,29225.7221999,30054.888506,30568.2005857
